arrival_rate_over_lambda_sn,density_over_n_sn,branch,fixed_point_slope
0.5890401337792642,0.4535196796068354,stable,0.10440366798961047
0.5890401337792642,1.2988193462517748,unstable,9.578207540558003
0.59238127090301,0.45639493361094513,stable,0.10563850402858356
0.59238127090301,1.297957596102473,unstable,9.466245373272418
0.5957224080267558,0.45927610237317856,stable,0.10688788868832147
0.5957224080267558,1.297089931195048,unstable,9.35559689943867
0.5990635451505016,0.46216326564905086,stable,0.10815207464486938
0.5990635451505016,1.2962162717739831,unstable,9.246239642499848
0.6024046822742475,0.465056504896503,stable,0.1094313207279637
0.6024046822742475,1.2953365363813394,unstable,9.138151612790166
0.6057458193979933,0.46795590332653475,stable,0.11072589211859957
0.6057458193979933,1.2944506418061157,unstable,9.031311293738666
0.609086956521739,0.47086154595577834,stable,0.11203606055456465
0.609086956521739,1.2935585030316799,unstable,8.925697628514609
0.6124280936454849,0.4737735196611114,stable,0.11336210454432971
0.6124280936454849,1.292660033181155,unstable,8.821290007093678
0.6157692307692307,0.47669191323640187,stable,0.11470430958970655
0.6157692307692307,1.2917551434606724,unstable,8.71806825372964
0.6191103678929766,0.4796168174514871,stable,0.11606296841770959
0.6191103678929766,1.2908437431003954,unstable,8.616012614816185
0.6224515050167224,0.48254832511350015,stable,0.11743838122208292
0.6224515050167224,1.2899257392931902,unstable,8.515103747121126
0.6257926421404681,0.48548653113065315,stable,0.11883085591498006
0.6257926421404681,1.2890010371308454,unstable,8.415322706380794
0.629133779264214,0.48843153257860045,stable,0.12024070838931576
0.629133779264214,1.2880695395377062,unstable,8.316650936238654
0.6324749163879598,0.4913834287695131,stable,0.12166826279233729
0.6324749163879598,1.2871311472016016,unstable,8.219070257514856
0.6358160535117057,0.49434232132399447,stable,0.12311385181099851
0.6358160535117057,1.2861857585019283,unstable,8.122562857794213
0.6391571906354515,0.49730831424598776,stable,0.12457781696975397
0.6391571906354515,1.2852332694347433,unstable,8.027111281319
0.6424983277591972,0.5002815140008262,stable,0.1260605089414303
0.6424983277591972,1.2842735735347124,unstable,7.932698419174299
0.6458394648829431,0.503262029596584,stable,0.12756228787186996
0.6458394648829431,1.283306561793763,unstable,7.839307499756132
0.6491806020066889,0.5062499726689095,stable,0.12908352371909135
0.6491806020066889,1.2823321225762456,unstable,7.746922079507063
0.6525217391304348,0.5092454575695139,stable,0.13062459660775066
0.6525217391304348,1.281350141530449,unstable,7.655526033912823
0.6558628762541806,0.5122486014585158,stable,0.1321858971997457
0.6558628762541806,1.2803605014962554,unstable,7.565103548746228
0.6592040133779264,0.515259524400849,stable,0.13376782708185506
0.6592040133779264,1.27936308240873,unstable,7.475639111548714
0.6625451505016722,0.5182783494669488,stable,0.1353707991713635
0.6625451505016722,1.2783577611974384,unstable,7.387117503340722
0.665886287625418,0.5213052028379561,stable,0.1369952381406878
0.665886287625418,1.277344411681239,unstable,7.299523790549891
0.6692274247491639,0.5243402139156865,stable,0.13864158086208658
0.6692274247491639,1.2763229044583164,unstable,7.212843317148424
0.6725685618729097,0.5273835154376295,stable,0.14031027687360711
0.6725685618729097,1.275293106791182,unstable,7.127061696990402
0.6759096989966555,0.5304352435972678,stable,0.14200178886750556
0.6759096989966555,1.2742548824863515,unstable,7.0421648063394775
0.6792508361204013,0.5334955381700074,stable,0.1437165932024552
0.6792508361204013,1.2732080917684199,unstable,6.958138776580154
0.6825919732441471,0.5365645426450578,stable,0.14545518044095743
0.6825919732441471,1.2721525911481777,unstable,6.874969987101397
0.685933110367893,0.5396424043635939,stable,0.1472180559134605
0.685933110367893,1.2710882332844493,unstable,6.792645058346832
0.6892742474916388,0.5427292746635771,stable,0.14900574031080321
0.6892742474916388,1.2700148668392743,unstable,6.711150845022166
0.6926153846153846,0.545825309031632,stable,0.15081877030671784
0.6926153846153846,1.2689323363260276,unstable,6.630474429451414
0.6959565217391304,0.548930667262396,stable,0.15265769921224473
0.6959565217391304,1.2678404819500715,unstable,6.5506031150755595
0.6992976588628762,0.552045513625804,stable,0.15452309766405656
0.6992976588628762,1.2667391394414718,unstable,6.471524420084241
0.702638795986622,0.5551700170427901,stable,0.1564155543488294
0.702638795986622,1.2656281398792937,unstable,6.393226071173559
0.7059799331103679,0.5583043512699286,stable,0.15833567676596316
0.7059799331103679,1.2645073095069632,unstable,6.315695997422654
0.7093210702341137,0.5614486950935834,stable,0.16028409203112706
0.7093210702341137,1.2633764695381167,unstable,6.238922324280343
0.7126622073578595,0.5646032325341591,stable,0.16226144772329182
0.7126622073578595,1.2622354359523487,unstable,6.162893367655134
0.7160033444816053,0.5677681530611123,stable,0.16426841277812257
0.7160033444816053,1.2610840192802037,unstable,6.08759762810093
0.7193444816053511,0.5709436518194194,stable,0.16630567843082533
0.7193444816053511,1.2599220243767044,unstable,6.013023785089504
0.722685618729097,0.5741299298682523,stable,0.1683739592117883
0.722685618729097,1.2587492501826796,unstable,5.939160691364123
0.7260267558528428,0.5773271944326818,stable,0.17047399399862798
0.7260267558528428,1.2575654894730586,unstable,5.865997367364144
0.7293678929765885,0.5805356591692803,stable,0.17260654712853815
0.7293678929765885,1.2563705285912676,unstable,5.793522995714104
0.7327090301003344,0.5837555444465773,stable,0.17477240957516613
0.7327090301003344,1.2551641471687789,unstable,5.721726915768831
0.7360501672240802,0.586987077641393,stable,0.17697240019458746
0.7360501672240802,1.2539461178287712,unstable,5.650598618205241
0.7393913043478261,0.590230493452158,stable,0.17920736704533538
0.7393913043478261,1.252716205872814,unstable,5.580127739653801
0.7427324414715719,0.5934860342304282,stable,0.1814781887878667
0.7427324414715719,1.2514741689493523,unstable,5.510304057359324
0.7460735785953176,0.5967539503319025,stable,0.18378577616930794
0.7460735785953176,1.2502197567026858,unstable,5.4411174838621665
0.7494147157190635,0.6000345004883512,stable,0.18613107359983438
0.7494147157190635,1.2489527104010452,unstable,5.372558061691051
0.7527558528428093,0.6033279522020141,stable,0.18851506082760544
0.7527558528428093,1.2476727625421904,unstable,5.304615958055918
0.7560969899665552,0.6066345821641301,stable,0.19093875471978938
0.7560969899665552,1.2463796364348823,unstable,5.237281459531563
0.759438127090301,0.6099546766994414,stable,0.19340321115791018
0.759438127090301,1.2450730457543793,unstable,5.170544966719916
0.7627792642140467,0.6132885322386548,stable,0.19590952705649498
0.7627792642140467,1.243752694069974,unstable,5.1043969888796035
0.7661204013377926,0.6166364558210475,stable,0.1984588425148502
0.7661204013377926,1.242418274342389,unstable,5.038828138510236
0.7694615384615384,0.6199987656295919,stable,0.20105234311272202
