sweep,condition_value,speed_m_per_s,robot_count,replication,split,causal_events,primary_events,unique_causal_robots,censored_causal_events,treated_traversal_rate_per_s,control_traversal_rate_per_s,attributable_rate_loss_per_s,attributable_severity_s,traversal_loss,collision_count,crossing_violation_count
density,24,1.2,24,2,training,9,1,9,0,0.4756806276290196,0.4800000000000152,0.004319372370995611,25.916234225976577,0.5183246845194731,0,0
density,24,1.2,24,3,training,11,1,11,0,0.474383115951782,0.4800000000000152,0.005616884048233184,33.70130428940011,0.6740260857879823,0,0
density,24,1.2,24,4,training,11,1,11,0,0.47358711290050537,0.4800000000000152,0.006412887099509823,38.47732259705901,0.769546451941172,0,0
density,24,1.2,24,5,training,10,1,10,0,0.47557362300506856,0.4800000000000152,0.004426376994946635,26.558261969682626,0.5311652393935921,0,0
density,24,1.2,24,6,validation,11,1,11,0,0.47448115974359795,0.4800000000000152,0.005518840256417246,33.113041538504376,0.662260830770064,0,0
density,24,1.2,24,7,validation,6,1,6,0,0.4779864976760563,0.4800000000000152,0.0020135023239589156,12.08101394375758,0.2416202788750695,0,0
density,24,1.2,24,8,validation,5,1,5,0,0.47871441598243497,0.4800000000000152,0.0012855840175802213,7.71350410548504,0.15427008210962517,0,0
density,24,1.2,24,9,validation,9,1,9,0,0.4762722458773236,0.4800000000000152,0.0037277541226916067,22.366524736153195,0.4473304947229939,0,0
density,24,1.2,24,10,validation,5,1,5,0,0.47874601668290356,0.4800000000000152,0.0012539833171116288,7.523899902673197,0.15047799805339016,0,0
density,24,1.2,24,11,validation,10,1,10,0,0.4748636672399193,0.4800000000000152,0.005136332760095896,30.817996560577555,0.6163599312115082,0,0
density,28,1.2,28,0,training,11,1,11,0,0.5569900736522777,0.5600000000000177,0.0030099263477399996,18.059558086443815,0.361191161728802,0,0
density,28,1.2,28,1,training,16,1,16,0,0.5534343199732104,0.5600000000000177,0.006565680026807352,39.39408016084194,0.7878816032168824,0,0
density,28,1.2,28,2,training,14,1,14,0,0.555358198664962,0.5600000000000177,0.004641801335055651,27.850808010335644,0.5570161602066813,0,0
density,28,1.2,28,3,training,11,1,11,0,0.5569472686323805,0.5600000000000177,0.0030527313676371737,18.316388205826513,0.3663277641164522,0,0
density,28,1.2,28,4,training,12,1,12,0,0.5566109225578431,0.5600000000000177,0.0033890774421746483,20.334464653050944,0.40668929306094886,0,0
density,28,1.2,28,5,training,14,1,14,0,0.5551050140893063,0.5600000000000177,0.004894985910711358,29.36991546426979,0.5873983092853721,0,0
density,28,1.2,28,6,validation,18,1,18,0,0.5516854687615098,0.5600000000000177,0.008314531238507894,49.8871874310409,0.9977437486209458,0,0
density,28,1.2,28,7,validation,20,1,20,0,0.550602817315568,0.5600000000000177,0.009397182684449668,56.38309610668919,1.1276619221339643,0,0
density,28,1.2,28,8,validation,12,1,12,0,0.5563468957984911,0.5600000000000177,0.003653104201526647,21.918625209162908,0.4383725041831928,0,0
density,28,1.2,28,9,validation,20,1,20,0,0.5502184140226434,0.5600000000000177,0.00978158597737433,58.68951586423649,1.17379031728492,0,0
